,flight_year,flight_month,carrier,carrier_name,locationID,airport_name,arr_flights,arr_del15,carrier_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,weather_delay,nas_delay,security_delay,late_aircraft_delay
1079,2014,4,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6308.0,1527.0,357.72,0.28,894.35,39.0,14.0,537.0,9656.0,8.0,42152.0
1080,2014,4,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3266.0,772.0,217.03,1.0,346.7,10.0,24.0,1691.0,7256.0,24.0,20052.0
1097,2014,4,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",965.0,310.0,99.27,0.0,159.08,0.0,1.0,12.0,1492.0,0.0,7232.0
1098,2014,4,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1267.0,433.0,90.55,0.0,229.45,42.0,1.0,513.0,5122.0,0.0,11082.0
1109,2014,5,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2779.0,551.0,135.7,0.37,176.97,25.0,5.0,2122.0,7600.0,18.0,12664.0
1110,2014,5,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13409.0,2315.0,543.34,1.55,963.68,405.0,103.0,20775.0,44067.0,57.0,68783.0
1112,2014,5,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4116.0,1039.0,207.06,0.02,309.44,115.0,72.0,3580.0,22873.0,4.0,20330.0
1115,2014,5,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",827.0,171.0,65.52,0.0,47.58,10.0,2.0,624.0,1638.0,0.0,2841.0
1116,2014,5,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1181.0,280.0,59.06,0.0,52.57,10.0,10.0,912.0,7254.0,0.0,3458.0
1117,2014,5,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4149.0,579.0,175.41,0.0,206.35,32.0,29.0,1796.0,7610.0,0.0,16089.0
1119,2014,5,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",468.0,99.0,39.29,0.0,31.58,6.0,1.0,1045.0,896.0,0.0,2325.0
1120,2014,5,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",896.0,279.0,64.74,0.39,63.58,14.0,0.0,786.0,6083.0,15.0,4524.0
1122,2014,5,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",825.0,150.0,66.71,0.0,35.77,12.0,2.0,1326.0,1922.0,0.0,2608.0
1123,2014,5,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",470.0,93.0,28.4,0.0,32.38,4.0,0.0,863.0,992.0,0.0,2191.0
1141,2014,5,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",382.0,100.0,35.34,0.0,25.78,14.0,2.0,591.0,1876.0,0.0,1561.0
1144,2014,5,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",366.0,82.0,35.98,0.0,19.69,8.0,3.0,417.0,1270.0,0.0,1423.0
1148,2014,5,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",405.0,86.0,39.71,0.0,32.32,12.0,1.0,194.0,356.0,0.0,2003.0
1159,2014,5,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",264.0,86.0,9.39,0.0,32.72,6.0,2.0,314.0,2647.0,0.0,2867.0
1178,2014,5,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",180.0,46.0,18.04,0.0,9.34,7.0,1.0,242.0,565.0,0.0,667.0
1193,2014,5,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4147.0,392.0,96.9,2.04,121.9,5.0,4.0,314.0,4521.0,54.0,8537.0
1198,2014,5,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",149.0,22.0,1.47,0.0,0.67,0.0,2.0,0.0,861.0,0.0,18.0
1199,2014,5,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",628.0,51.0,13.63,0.0,7.65,0.0,0.0,0.0,675.0,0.0,194.0
1202,2014,5,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",463.0,21.0,10.31,0.0,2.72,0.0,0.0,0.0,200.0,0.0,303.0
1205,2014,5,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",419.0,104.0,9.03,0.0,11.47,0.0,0.0,45.0,4174.0,0.0,695.0
1214,2014,5,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",186.0,18.0,6.95,0.0,0.0,0.0,0.0,0.0,247.0,0.0,0.0
1216,2014,5,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",93.0,8.0,0.53,0.0,1.0,0.0,1.0,10.0,490.0,0.0,16.0
1218,2014,5,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",124.0,14.0,1.59,0.0,0.39,0.0,1.0,68.0,346.0,0.0,7.0
1222,2014,5,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",31.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0
1223,2014,5,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",62.0,6.0,1.92,0.0,0.27,0.0,0.0,0.0,133.0,0.0,7.0
1226,2014,5,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",64.0,7.0,1.74,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0
1233,2014,5,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",62.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,1531.0,0.0,217.0
1245,2014,5,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1606.0,299.0,78.79,4.52,92.83,52.0,1.0,194.0,4232.0,278.0,6841.0
1250,2014,5,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3612.0,825.0,186.05,2.67,279.93,110.0,17.0,1284.0,20561.0,67.0,18181.0
1254,2014,5,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",324.0,63.0,31.73,0.33,15.79,4.0,0.0,73.0,442.0,22.0,848.0
1257,2014,5,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",352.0,98.0,31.94,0.0,22.05,3.0,0.0,60.0,2179.0,0.0,1343.0
1261,2014,5,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",274.0,46.0,14.01,0.0,11.62,2.0,0.0,71.0,672.0,0.0,846.0
1262,2014,5,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",543.0,189.0,34.05,0.0,33.52,29.0,1.0,257.0,9528.0,0.0,2264.0
1268,2014,5,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",219.0,31.0,11.01,0.0,10.13,5.0,0.0,157.0,216.0,0.0,553.0
1271,2014,5,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",62.0,15.0,6.7,0.0,1.8,0.0,0.0,58.0,201.0,0.0,62.0
1277,2014,5,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",210.0,49.0,12.06,0.0,8.04,5.0,3.0,85.0,1242.0,0.0,530.0
1278,2014,5,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",88.0,17.0,4.85,0.0,3.93,1.0,3.0,24.0,221.0,0.0,285.0
1288,2014,5,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",119.0,20.0,5.52,0.0,4.75,2.0,0.0,41.0,318.0,0.0,270.0
1297,2014,5,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",87.0,19.0,7.52,0.0,4.59,0.0,0.0,97.0,214.0,0.0,317.0
1305,2014,5,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19509.0,2825.0,737.28,0.86,1035.64,19.0,16.0,6160.0,37581.0,49.0,59151.0
1309,2014,5,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1421.0,254.0,95.9,0.0,59.35,2.0,3.0,397.0,3222.0,0.0,3595.0
1321,2014,5,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",473.0,184.0,26.56,1.0,16.64,3.0,1.0,310.0,11242.0,112.0,1724.0
1329,2014,5,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",527.0,82.0,28.01,1.0,20.91,0.0,1.0,327.0,973.0,191.0,1006.0
1333,2014,5,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1853.0,285.0,83.36,0.0,53.48,3.0,1.0,467.0,4330.0,0.0,3603.0
1335,2014,5,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",718.0,116.0,24.74,0.0,21.34,0.0,0.0,499.0,2790.0,0.0,1254.0
1344,2014,5,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1956.0,434.0,94.51,0.0,94.3,1.0,20.0,861.0,12886.0,0.0,6684.0
1346,2014,5,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",196.0,22.0,11.13,0.0,6.37,0.0,0.0,0.0,121.0,0.0,193.0
1351,2014,5,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",980.0,143.0,48.7,0.0,32.46,0.0,1.0,361.0,1850.0,0.0,1766.0
1354,2014,5,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",597.0,65.0,24.21,0.92,12.12,1.0,1.0,173.0,873.0,34.0,866.0
1358,2014,5,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",506.0,67.0,26.7,0.0,8.22,1.0,6.0,238.0,3106.0,0.0,497.0
1360,2014,5,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",848.0,134.0,56.11,1.0,26.16,1.0,0.0,156.0,1526.0,190.0,1562.0
1362,2014,5,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",718.0,124.0,45.4,0.0,29.33,2.0,5.0,129.0,1897.0,0.0,1734.0
1372,2014,5,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",498.0,123.0,33.69,0.0,14.53,0.0,2.0,431.0,4325.0,0.0,675.0
1391,2014,5,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",585.0,111.0,34.23,0.0,17.82,0.0,2.0,474.0,2343.0,0.0,1021.0
1394,2014,5,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",301.0,58.0,29.04,0.0,6.53,0.0,2.0,102.0,1049.0,0.0,236.0
1438,2014,5,EV,ExpressJet Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1423.0,282.0,84.63,0.0,145.12,78.0,12.0,222.0,2926.0,0.0,9679.0
1452,2014,5,EV,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",7409.0,1631.0,285.58,0.0,785.15,367.0,60.0,5623.0,30280.0,0.0,54217.0
1456,2014,5,EV,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4572.0,1310.0,209.79,0.95,519.6,415.0,32.0,1663.0,39037.0,62.0,40601.0
1458,2014,5,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6197.0,1146.0,243.89,6.46,589.24,115.0,7.0,1608.0,12941.0,324.0,36831.0
1462,2014,5,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2922.0,855.0,90.03,0.0,302.16,419.0,5.0,952.0,52595.0,0.0,24676.0
1494,2014,5,EV,ExpressJet Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",497.0,135.0,38.39,0.0,53.99,36.0,2.0,153.0,2287.0,0.0,4058.0
1502,2014,5,EV,ExpressJet Airlines Inc.,DEN,"Denver, CO: Denver International",1689.0,345.0,71.98,0.0,181.0,164.0,21.0,599.0,5495.0,0.0,13524.0
1532,2014,5,EV,ExpressJet Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,2014,5,EV,ExpressJet Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",189.0,51.0,14.62,0.0,17.49,7.0,1.0,83.0,892.0,0.0,1065.0
1554,2014,5,EV,ExpressJet Airlines Inc.,MIA,"Miami, FL: Miami International",3.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
1590,2014,5,EV,ExpressJet Airlines Inc.,MCO,"Orlando, FL: Orlando International",35.0,3.0,1.79,0.0,1.0,0.0,1.0,0.0,29.0,0.0,34.0
1597,2014,5,EV,ExpressJet Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",124.0,53.0,8.03,0.0,17.39,8.0,1.0,35.0,1627.0,0.0,1347.0
1602,2014,5,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",3297.0,756.0,116.65,0.0,222.36,22.0,20.0,810.0,21863.0,0.0,16321.0
1606,2014,5,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",138.0,33.0,7.91,0.0,7.67,3.0,0.0,0.0,1270.0,0.0,763.0
1608,2014,5,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",92.0,30.0,5.62,0.0,13.37,1.0,0.0,8.0,674.0,0.0,1323.0
1613,2014,5,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",140.0,35.0,9.25,0.0,14.77,1.0,0.0,7.0,664.0,0.0,1130.0
1621,2014,5,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",116.0,32.0,10.56,0.0,5.72,1.0,0.0,240.0,566.0,0.0,382.0
1624,2014,5,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",75.0,29.0,1.66,0.0,7.57,0.0,0.0,92.0,1302.0,0.0,660.0
1628,2014,5,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",133.0,31.0,3.17,0.0,17.14,1.0,0.0,2.0,566.0,0.0,1235.0
1635,2014,5,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",140.0,49.0,6.17,0.0,11.64,0.0,0.0,0.0,1304.0,0.0,787.0
1636,2014,5,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",171.0,33.0,3.38,0.0,15.0,2.0,0.0,5.0,668.0,0.0,1040.0
1638,2014,5,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",144.0,39.0,4.82,0.0,14.61,0.0,0.0,271.0,816.0,0.0,1082.0
1660,2014,5,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",18.0,11.0,1.56,0.0,5.15,0.0,1.0,0.0,269.0,0.0,530.0
1669,2014,5,FL,AirTran Airways Corporation,MCO,"Orlando, FL: Orlando International",397.0,78.0,18.96,0.0,31.13,0.0,1.0,129.0,777.0,0.0,2485.0
1672,2014,5,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3025.0,483.0,99.53,0.0,181.49,9.0,0.0,777.0,6394.0,0.0,13282.0
1695,2014,5,FL,AirTran Airways Corporation,LAS,"Las Vegas, NV: McCarran International",119.0,17.0,7.14,0.0,2.76,1.0,0.0,0.0,233.0,0.0,98.0
1701,2014,5,FL,AirTran Airways Corporation,DEN,"Denver, CO: Denver International",60.0,10.0,7.62,0.0,1.0,0.0,1.0,0.0,39.0,0.0,43.0
1702,2014,5,FL,AirTran Airways Corporation,LAX,"Los Angeles, CA: Los Angeles International",31.0,7.0,5.88,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
1703,2014,5,FL,AirTran Airways Corporation,SFO,"San Francisco, CA: San Francisco International",31.0,7.0,2.0,0.0,2.82,0.0,0.0,0.0,70.0,0.0,120.0
1710,2014,5,HA,Hawaiian Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",75.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712,2014,5,HA,Hawaiian Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",62.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0
1715,2014,5,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",114.0,5.0,4.96,0.0,0.04,0.0,1.0,0.0,0.0,0.0,1.0
1716,2014,5,HA,Hawaiian Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",31.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1718,2014,5,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",27.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721,2014,5,HA,Hawaiian Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",31.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,2014,5,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",6286.0,2194.0,251.17,4.61,850.7,359.0,29.0,13912.0,49481.0,148.0,49873.0
1727,2014,5,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",6641.0,1055.0,225.23,4.79,447.26,244.0,39.0,10297.0,17413.0,204.0,23286.0
1733,2014,5,MQ,Envoy Air,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",238.0,36.0,16.05,0.0,6.9,8.0,0.0,148.0,272.0,0.0,263.0
1734,2014,5,MQ,Envoy Air,CLT,"Charlotte, NC: Charlotte Douglas International",297.0,70.0,20.63,0.0,20.68,7.0,2.0,135.0,1032.0,0.0,1152.0
1740,2014,5,MQ,Envoy Air,DEN,"Denver, CO: Denver International",175.0,48.0,16.02,0.0,13.95,10.0,3.0,240.0,741.0,0.0,707.0
1757,2014,5,MQ,Envoy Air,LAX,"Los Angeles, CA: Los Angeles International",488.0,119.0,27.23,1.0,61.11,27.0,0.0,72.0,1115.0,35.0,3782.0
1764,2014,5,MQ,Envoy Air,JFK,"New York, NY: John F. Kennedy International",583.0,197.0,41.27,0.0,50.33,21.0,6.0,106.0,5116.0,0.0,3439.0
1816,2014,5,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston",211.0,69.0,29.79,0.0,17.8,12.0,0.0,155.0,1050.0,0.0,989.0
1829,2014,5,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",132.0,24.0,6.65,0.0,4.66,3.0,0.0,53.0,357.0,0.0,209.0
1832,2014,5,MQ,Envoy Air,MIA,"Miami, FL: Miami International",1608.0,272.0,51.91,0.93,129.8,29.0,13.0,550.0,2739.0,189.0,7629.0
1855,2014,5,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",11.0,4.0,1.01,0.0,0.16,2.0,0.0,0.0,105.0,0.0,4.0
1857,2014,5,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",5386.0,998.0,149.63,0.47,536.75,74.0,3.0,592.0,9793.0,9.0,26631.0
1864,2014,5,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",736.0,79.0,28.46,0.0,32.3,4.0,0.0,0.0,457.0,0.0,1625.0
1867,2014,5,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",703.0,118.0,32.93,0.0,60.99,7.0,1.0,105.0,587.0,0.0,3232.0
1871,2014,5,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1909.0,215.0,62.66,0.0,92.0,27.0,1.0,249.0,1466.0,0.0,5082.0
1880,2014,5,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2975.0,942.0,97.85,1.74,430.33,169.0,14.0,1332.0,23989.0,44.0,29124.0
1883,2014,5,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3757.0,1081.0,98.53,1.0,429.12,114.0,0.0,284.0,27707.0,21.0,24613.0
1884,2014,5,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",4080.0,802.0,121.18,0.44,427.73,139.0,23.0,1462.0,11373.0,9.0,26677.0
1888,2014,5,OO,SkyWest Airlines Inc.,MIA,"Miami, FL: Miami International",4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0
1911,2014,5,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",341.0,91.0,30.12,0.0,32.08,10.0,0.0,230.0,1011.0,0.0,2050.0
1914,2014,5,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1160.0,250.0,57.78,0.0,102.9,24.0,10.0,763.0,3767.0,0.0,6084.0
1939,2014,5,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",239.0,62.0,23.35,0.0,15.85,2.0,0.0,212.0,678.0,0.0,730.0
1960,2014,5,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2014,5,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4528.0,976.0,267.27,0.0,252.98,55.0,14.0,1545.0,19895.0,0.0,20803.0
2015,2014,5,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",5278.0,977.0,295.5,0.0,336.45,59.0,28.0,3000.0,14914.0,0.0,29331.0
2016,2014,5,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5065.0,1239.0,294.77,0.0,310.65,114.0,76.0,1819.0,33880.0,0.0,27545.0
2019,2014,5,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1009.0,196.0,70.28,0.0,51.55,5.0,4.0,358.0,2507.0,0.0,4110.0
2020,2014,5,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2795.0,590.0,197.78,0.0,195.35,26.0,0.0,2078.0,7336.0,0.0,17457.0
2022,2014,5,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",3714.0,993.0,156.36,0.0,200.81,36.0,12.0,1384.0,42044.0,0.0,16486.0
2024,2014,5,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1133.0,215.0,76.16,0.0,85.55,7.0,0.0,950.0,2186.0,0.0,5962.0
2025,2014,5,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",3418.0,635.0,194.38,0.0,177.6,55.0,17.0,2071.0,10201.0,0.0,13826.0
2031,2014,5,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1001.0,172.0,61.97,0.0,60.58,8.0,0.0,348.0,2299.0,0.0,4443.0
2038,2014,5,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",224.0,50.0,17.22,0.0,15.69,7.0,4.0,102.0,830.0,0.0,1121.0
2041,2014,5,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",507.0,91.0,30.37,0.52,33.03,8.0,0.0,617.0,1133.0,14.0,2682.0
2044,2014,5,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",282.0,64.0,23.31,0.0,18.5,1.0,3.0,164.0,1094.0,0.0,1646.0
2063,2014,5,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",404.0,103.0,33.94,0.0,9.48,2.0,5.0,65.0,3828.0,0.0,694.0
2075,2014,5,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",69.0,24.0,6.97,0.0,6.37,0.0,0.0,0.0,277.0,0.0,379.0
2091,2014,5,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",25.0,12.0,3.45,0.0,3.51,1.0,0.0,0.0,203.0,0.0,385.0
2095,2014,5,US,US Airways Inc.,LAS,"Las Vegas, NV: McCarran International",530.0,88.0,36.39,0.0,22.1,0.0,1.0,147.0,871.0,0.0,1179.0
2096,2014,5,US,US Airways Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",7780.0,1131.0,360.58,1.79,319.33,85.0,37.0,2460.0,16042.0,138.0,21293.0
2098,2014,5,US,US Airways Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4920.0,547.0,195.29,0.85,148.6,25.0,2.0,947.0,6275.0,35.0,8807.0
2099,2014,5,US,US Airways Inc.,SFO,"San Francisco, CA: San Francisco International",499.0,123.0,34.34,1.0,23.06,4.0,0.0,143.0,2668.0,21.0,1250.0
2100,2014,5,US,US Airways Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",356.0,64.0,27.52,0.63,11.09,0.0,1.0,80.0,724.0,30.0,528.0
2104,2014,5,US,US Airways Inc.,JFK,"New York, NY: John F. Kennedy International",275.0,76.0,32.52,0.25,11.23,2.0,1.0,20.0,2152.0,20.0,549.0
2111,2014,5,US,US Airways Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",477.0,91.0,38.26,0.1,19.88,3.0,1.0,97.0,952.0,5.0,1241.0
2112,2014,5,US,US Airways Inc.,LAX,"Los Angeles, CA: Los Angeles International",549.0,101.0,38.79,0.95,20.39,1.0,0.0,282.0,1151.0,36.0,1648.0
2115,2014,5,US,US Airways Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",484.0,97.0,34.97,0.0,21.34,1.0,1.0,206.0,2110.0,0.0,1357.0
2122,2014,5,US,US Airways Inc.,MCO,"Orlando, FL: Orlando International",772.0,166.0,57.99,0.51,38.67,1.0,1.0,346.0,2319.0,8.0,2148.0
2123,2014,5,US,US Airways Inc.,MIA,"Miami, FL: Miami International",364.0,86.0,28.02,0.0,25.11,1.0,1.0,97.0,1155.0,0.0,1376.0
2129,2014,5,US,US Airways Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",584.0,111.0,45.78,0.09,18.62,7.0,7.0,162.0,2649.0,6.0,1311.0
2131,2014,5,US,US Airways Inc.,ORD,"Chicago, IL: Chicago O'Hare International",619.0,191.0,48.04,0.13,37.07,10.0,4.0,339.0,5229.0,7.0,2389.0
2132,2014,5,US,US Airways Inc.,EWR,"Newark, NJ: Newark Liberty International",371.0,110.0,32.59,0.0,4.66,9.0,0.0,273.0,5833.0,0.0,263.0
2143,2014,5,US,US Airways Inc.,DEN,"Denver, CO: Denver International",426.0,83.0,37.48,0.0,18.12,1.0,1.0,283.0,1209.0,0.0,949.0
2170,2014,5,VX,Virgin America,LAX,"Los Angeles, CA: Los Angeles International",1212.0,197.0,41.71,1.03,76.92,3.0,2.0,1592.0,1819.0,66.0,5720.0
2171,2014,5,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1502.0,345.0,35.57,2.65,68.47,4.0,3.0,1867.0,11400.0,91.0,4828.0
2174,2014,5,VX,Virgin America,JFK,"New York, NY: John F. Kennedy International",315.0,57.0,7.44,0.54,12.41,0.0,1.0,414.0,2035.0,19.0,693.0
