,flight_year,flight_month,carrier,carrier_name,locationID,airport_name,arr_flights,arr_del15,carrier_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,weather_delay,nas_delay,security_delay,late_aircraft_delay
77492,2016,8,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",180.0,30.0,26.36,1.0,2.64,0.0,1.0,0.0,0.0,22.0,186.0
77494,2016,8,HA,Hawaiian Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",75.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0
77495,2016,8,HA,Hawaiian Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",62.0,9.0,7.74,0.0,1.26,0.0,0.0,0.0,0.0,0.0,49.0
77498,2016,8,HA,Hawaiian Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",62.0,9.0,6.05,0.0,2.95,0.0,0.0,0.0,0.0,0.0,232.0
77502,2016,8,HA,Hawaiian Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",31.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0
77504,2016,8,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77509,2016,8,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",434.0,116.0,15.44,0.0,17.35,4.0,1.0,188.0,5258.0,0.0,1450.0
77510,2016,8,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",124.0,21.0,3.29,0.0,2.68,4.0,0.0,6.0,904.0,0.0,217.0
77513,2016,8,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",806.0,217.0,16.71,0.03,25.05,11.0,0.0,243.0,9278.0,1.0,1487.0
77514,2016,8,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",479.0,126.0,12.03,1.02,21.87,4.0,0.0,928.0,5488.0,31.0,1248.0
77516,2016,8,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",620.0,159.0,11.05,0.0,22.52,7.0,0.0,27.0,8931.0,0.0,2703.0
77519,2016,8,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",824.0,211.0,17.82,0.19,32.82,24.0,6.0,355.0,12667.0,4.0,4190.0
77522,2016,8,NK,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",961.0,208.0,20.93,0.0,39.33,14.0,1.0,211.0,10031.0,0.0,3214.0
77525,2016,8,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",527.0,156.0,21.44,0.57,23.02,5.0,1.0,216.0,6903.0,65.0,2408.0
77528,2016,8,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",961.0,276.0,16.02,2.05,23.3,26.0,1.0,622.0,15168.0,137.0,2811.0
77530,2016,8,NK,Spirit Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",124.0,24.0,0.73,0.67,3.15,0.0,0.0,0.0,1013.0,28.0,140.0
77540,2016,8,NK,Spirit Air Lines,IAG,"Niagara Falls, NY: Niagara Falls International",26.0,6.0,1.17,0.0,0.9,0.0,0.0,0.0,359.0,0.0,171.0
77543,2016,8,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2367.0,451.0,57.71,1.6,189.22,11.0,2.0,592.0,6950.0,84.0,12589.0
77548,2016,8,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1634.0,218.0,41.21,1.93,124.25,5.0,13.0,377.0,1286.0,205.0,7468.0
77561,2016,8,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3720.0,922.0,100.07,0.0,380.29,87.0,9.0,2452.0,29284.0,0.0,27711.0
77563,2016,8,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",5079.0,736.0,149.62,0.95,322.77,18.0,49.0,2148.0,11001.0,19.0,23362.0
77567,2016,8,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3090.0,1095.0,81.68,0.0,446.1,29.0,1.0,1688.0,36150.0,0.0,29118.0
77591,2016,8,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1331.0,290.0,63.82,0.0,105.79,10.0,11.0,730.0,5157.0,0.0,7562.0
77596,2016,8,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1443.0,220.0,41.13,1.0,76.1,3.0,2.0,503.0,3032.0,98.0,3578.0
77599,2016,8,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",381.0,96.0,27.9,0.0,27.68,7.0,7.0,31.0,2211.0,0.0,2005.0
77619,2016,8,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",146.0,38.0,10.55,0.0,16.32,1.0,2.0,100.0,286.0,0.0,711.0
77620,2016,8,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",106.0,32.0,9.32,0.0,12.42,1.0,0.0,0.0,395.0,0.0,620.0
77635,2016,8,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",528.0,122.0,35.72,0.0,58.38,1.0,2.0,100.0,1078.0,0.0,5037.0
77738,2016,8,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4581.0,1125.0,272.68,2.49,320.04,43.0,13.0,3163.0,31202.0,436.0,34391.0
77741,2016,8,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",978.0,239.0,88.79,0.0,82.48,4.0,3.0,844.0,2589.0,0.0,8224.0
77743,2016,8,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6735.0,1606.0,325.89,1.92,520.52,59.0,29.0,2723.0,44789.0,323.0,45317.0
77745,2016,8,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",5441.0,1305.0,322.91,0.06,390.41,59.0,6.0,2001.0,28143.0,11.0,32623.0
77746,2016,8,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",5262.0,691.0,246.17,0.0,216.96,27.0,29.0,2500.0,7549.0,0.0,19081.0
77748,2016,8,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",4651.0,830.0,246.35,1.0,242.42,24.0,44.0,2637.0,13844.0,73.0,19557.0
77756,2016,8,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2712.0,803.0,253.72,0.0,188.99,25.0,8.0,1761.0,14140.0,0.0,17740.0
77759,2016,8,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1031.0,218.0,67.42,0.0,84.97,5.0,2.0,920.0,2230.0,0.0,7944.0
77764,2016,8,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",603.0,134.0,42.63,0.0,49.45,3.0,2.0,198.0,1571.0,0.0,4240.0
77765,2016,8,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1002.0,187.0,73.81,1.0,75.0,0.0,2.0,1013.0,1322.0,349.0,5775.0
77767,2016,8,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",393.0,89.0,32.47,0.0,35.09,1.0,1.0,619.0,631.0,0.0,2005.0
77772,2016,8,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",464.0,120.0,29.81,0.0,44.66,4.0,4.0,485.0,2189.0,0.0,3949.0
77776,2016,8,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",220.0,70.0,31.37,0.0,20.23,1.0,3.0,254.0,620.0,0.0,1863.0
77806,2016,8,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",93.0,17.0,4.72,0.0,8.18,0.0,0.0,100.0,141.0,0.0,646.0
77824,2016,8,VX,Virgin America,LAS,"Las Vegas, NV: McCarran International",396.0,69.0,18.11,0.0,41.71,2.0,0.0,9.0,253.0,0.0,1533.0
77825,2016,8,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1837.0,527.0,68.45,1.03,178.57,4.0,0.0,536.0,13575.0,57.0,9236.0
77826,2016,8,VX,Virgin America,LAX,"Los Angeles, CA: Los Angeles International",1269.0,316.0,73.99,2.11,102.73,5.0,2.0,714.0,4354.0,86.0,5704.0
77833,2016,8,VX,Virgin America,SEA,"Seattle, WA: Seattle/Tacoma International",232.0,63.0,11.49,0.0,26.25,0.0,0.0,40.0,703.0,0.0,1345.0
77836,2016,8,VX,Virgin America,DEN,"Denver, CO: Denver International",89.0,22.0,1.98,0.0,16.16,0.0,1.0,63.0,51.0,0.0,718.0
77838,2016,8,VX,Virgin America,JFK,"New York, NY: John F. Kennedy International",364.0,106.0,28.82,1.0,13.79,0.0,0.0,290.0,3602.0,32.0,546.0
77840,2016,8,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",196.0,62.0,13.72,1.0,15.79,0.0,0.0,124.0,1574.0,92.0,898.0
77841,2016,8,VX,Virgin America,ORD,"Chicago, IL: Chicago O'Hare International",151.0,44.0,10.51,0.0,8.18,0.0,1.0,254.0,878.0,0.0,313.0
77843,2016,8,VX,Virgin America,MCO,"Orlando, FL: Orlando International",31.0,9.0,5.06,0.0,0.92,0.0,0.0,0.0,88.0,0.0,47.0
77851,2016,8,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3689.0,696.0,171.92,3.49,285.25,11.0,8.0,3004.0,7836.0,112.0,16231.0
77865,2016,8,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6599.0,1056.0,282.52,1.23,550.37,33.0,3.0,2053.0,5824.0,55.0,25305.0
77866,2016,8,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3661.0,1107.0,205.11,2.99,370.27,67.0,14.0,961.0,17461.0,344.0,19333.0
77876,2016,8,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",213.0,52.0,18.51,0.0,16.51,0.0,1.0,89.0,493.0,0.0,889.0
77882,2016,8,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",5853.0,1052.0,274.31,0.94,428.05,4.0,35.0,4985.0,10297.0,18.0,22850.0
77887,2016,8,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",521.0,154.0,34.81,0.0,40.97,3.0,7.0,1153.0,3108.0,0.0,3067.0
77916,2016,8,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5101.0,910.0,242.86,2.24,443.28,46.0,50.0,2189.0,7329.0,54.0,22352.0
77929,2016,8,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",1335.0,326.0,97.41,0.0,114.84,1.0,2.0,343.0,3815.0,0.0,5770.0
77930,2016,8,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1452.0,458.0,81.7,0.19,156.88,56.0,0.0,2048.0,8686.0,17.0,7523.0
77931,2016,8,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",2999.0,568.0,158.82,1.0,233.49,7.0,15.0,1760.0,4867.0,19.0,13963.0
77936,2016,9,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1056.0,170.0,61.84,0.28,47.6,4.0,0.0,493.0,2146.0,15.0,2792.0
77947,2016,9,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",7907.0,1044.0,265.04,3.69,338.14,44.0,10.0,3235.0,15058.0,219.0,20869.0
77952,2016,9,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",867.0,134.0,43.72,0.0,41.28,0.0,0.0,572.0,1561.0,0.0,2494.0
77953,2016,9,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",11563.0,1650.0,472.78,1.04,564.61,14.0,31.0,4199.0,20325.0,17.0,42928.0
77958,2016,9,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",678.0,168.0,39.1,0.0,30.02,4.0,2.0,537.0,3898.0,0.0,2577.0
77966,2016,9,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",681.0,114.0,44.77,0.75,27.15,3.0,2.0,507.0,1669.0,15.0,1806.0
77972,2016,9,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1397.0,318.0,87.32,0.96,60.3,1.0,4.0,925.0,6652.0,68.0,4970.0
77974,2016,9,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1180.0,206.0,80.13,0.15,45.09,5.0,4.0,141.0,3035.0,6.0,2800.0
77975,2016,9,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3204.0,527.0,166.23,0.37,160.44,7.0,2.0,1571.0,6414.0,12.0,11557.0
77980,2016,9,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1407.0,340.0,106.12,1.45,78.8,2.0,8.0,1054.0,6359.0,62.0,5430.0
77984,2016,9,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3998.0,758.0,222.77,0.67,192.99,9.0,7.0,1399.0,12955.0,14.0,14808.0
77993,2016,9,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5036.0,907.0,205.8,1.82,233.23,4.0,5.0,3342.0,20147.0,64.0,16106.0
77998,2016,9,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4106.0,442.0,173.14,0.6,138.07,24.0,5.0,603.0,3573.0,46.0,8572.0
78012,2016,9,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",756.0,135.0,45.76,0.0,37.84,0.0,1.0,213.0,2002.0,0.0,2315.0
78013,2016,9,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1335.0,277.0,77.65,0.16,72.57,0.0,1.0,516.0,4846.0,3.0,4993.0
78031,2016,9,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",52.0,5.0,1.81,0.0,0.86,0.0,0.0,0.0,69.0,0.0,19.0
78042,2016,9,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",120.0,8.0,4.65,0.0,0.39,0.0,0.0,0.0,106.0,0.0,7.0
78043,2016,9,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",116.0,12.0,2.24,0.0,0.89,0.0,0.0,0.0,198.0,0.0,16.0
78045,2016,9,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",60.0,13.0,2.78,0.0,0.59,0.0,0.0,0.0,284.0,0.0,26.0
78051,2016,9,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",44.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,74.0,0.0,18.0
78052,2016,9,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",30.0,3.0,0.09,0.0,1.59,0.0,1.0,0.0,30.0,0.0,36.0
78056,2016,9,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",344.0,23.0,8.8,0.0,3.72,0.0,1.0,0.0,584.0,0.0,170.0
78057,2016,9,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",688.0,60.0,14.64,0.0,4.17,0.0,1.0,0.0,1833.0,0.0,148.0
78060,2016,9,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",61.0,10.0,1.45,0.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0
78068,2016,9,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",179.0,33.0,7.69,0.0,0.0,0.0,1.0,0.0,1097.0,0.0,0.0
78072,2016,9,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",176.0,6.0,2.0,0.0,2.72,0.0,1.0,0.0,41.0,0.0,93.0
78079,2016,9,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4535.0,462.0,94.8,2.8,116.82,7.0,3.0,489.0,6424.0,80.0,7388.0
78080,2016,9,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",459.0,67.0,9.51,0.0,10.35,0.0,0.0,0.0,2763.0,0.0,476.0
78106,2016,9,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",107.0,13.0,3.52,0.0,3.88,0.0,0.0,27.0,383.0,0.0,411.0
78109,2016,9,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",87.0,19.0,4.51,0.0,8.87,0.0,0.0,43.0,151.0,0.0,728.0
78110,2016,9,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",55.0,8.0,1.47,0.0,0.93,0.0,0.0,0.0,154.0,0.0,28.0
78112,2016,9,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",601.0,144.0,35.69,0.17,48.37,5.0,2.0,285.0,2950.0,20.0,3941.0
78119,2016,9,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3463.0,662.0,174.51,2.28,256.07,16.0,9.0,1309.0,9817.0,263.0,17531.0
78120,2016,9,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",434.0,78.0,19.63,1.88,30.59,3.0,0.0,39.0,1137.0,61.0,1818.0
78121,2016,9,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",447.0,78.0,24.05,0.6,15.27,0.0,0.0,138.0,1409.0,25.0,773.0
78124,2016,9,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1528.0,337.0,92.33,1.82,126.93,5.0,5.0,468.0,4444.0,60.0,9037.0
78128,2016,9,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",210.0,39.0,8.27,0.0,11.14,0.0,1.0,295.0,1110.0,0.0,418.0
78133,2016,9,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",60.0,15.0,6.65,1.0,2.62,0.0,0.0,0.0,192.0,17.0,225.0
78145,2016,9,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",182.0,39.0,13.57,0.0,9.28,1.0,0.0,0.0,550.0,0.0,410.0
78146,2016,9,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",483.0,90.0,24.65,0.0,23.36,0.0,1.0,10.0,1717.0,0.0,1170.0
78162,2016,9,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20315.0,1374.0,461.7,1.97,462.14,0.0,31.0,4596.0,14688.0,122.0,25958.0
78187,2016,9,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",535.0,52.0,18.3,0.0,8.4,0.0,1.0,216.0,890.0,0.0,279.0
78196,2016,9,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",817.0,83.0,29.67,0.0,19.3,0.0,0.0,235.0,1049.0,0.0,1644.0
78197,2016,9,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",471.0,52.0,13.77,0.0,11.18,0.0,2.0,1024.0,726.0,0.0,538.0
78203,2016,9,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",477.0,82.0,21.03,0.0,13.51,0.0,1.0,342.0,2095.0,0.0,741.0
78223,2016,9,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",219.0,21.0,6.89,0.0,5.01,0.0,0.0,12.0,319.0,0.0,153.0
78228,2016,9,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",192.0,7.0,6.16,0.0,0.84,0.0,0.0,0.0,0.0,0.0,36.0
78230,2016,9,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2396.0,329.0,80.9,0.0,84.65,0.0,6.0,791.0,6876.0,0.0,7287.0
78233,2016,9,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1123.0,123.0,38.43,0.0,30.14,1.0,1.0,516.0,1847.0,0.0,1316.0
78234,2016,9,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2836.0,439.0,102.5,0.71,77.5,0.0,3.0,1164.0,7440.0,20.0,5165.0
78241,2016,9,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1262.0,162.0,45.82,0.0,30.89,0.0,5.0,351.0,3281.0,0.0,1841.0
78246,2016,9,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",742.0,65.0,21.66,0.0,11.38,0.0,2.0,482.0,1441.0,0.0,745.0
78261,2016,9,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",626.0,88.0,24.81,0.0,9.44,0.0,2.0,327.0,3859.0,0.0,513.0
78267,2016,9,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",536.0,41.0,15.95,0.0,6.85,0.0,1.0,73.0,468.0,0.0,479.0
78285,2016,9,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1678.0,199.0,72.15,0.0,46.71,0.0,0.0,1325.0,2178.0,0.0,2550.0
78286,2016,9,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",987.0,112.0,27.6,0.0,21.68,0.0,1.0,82.0,2446.0,0.0,1470.0
78316,2016,9,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",4514.0,632.0,187.59,0.0,364.07,7.0,10.0,0.0,3194.0,0.0,26361.0
78342,2016,9,EV,ExpressJet Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",58.0,7.0,1.93,0.0,3.87,1.0,0.0,0.0,47.0,0.0,213.0
78352,2016,9,EV,ExpressJet Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2279.0,410.0,113.43,0.0,179.71,22.0,10.0,0.0,4004.0,0.0,13453.0
78363,2016,9,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2989.0,628.0,64.82,0.0,195.17,68.0,3.0,225.0,23325.0,0.0,12818.0
78389,2016,9,EV,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",3747.0,369.0,65.96,0.0,128.78,15.0,16.0,272.0,9740.0,0.0,7846.0
78393,2016,9,EV,ExpressJet Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",185.0,24.0,11.9,0.0,5.8,0.0,0.0,0.0,177.0,0.0,421.0
78428,2016,9,EV,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2993.0,412.0,71.24,0.0,111.55,44.0,21.0,2246.0,15474.0,0.0,7710.0
78468,2016,9,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",422.0,96.0,30.48,0.0,43.26,1.0,0.0,11.0,799.0,0.0,4100.0
78475,2016,9,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",94.0,19.0,6.07,0.0,7.15,0.0,0.0,0.0,247.0,0.0,501.0
78480,2016,9,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",2062.0,672.0,79.99,0.0,254.17,12.0,0.0,182.0,14379.0,0.0,22683.0
78481,2016,9,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",102.0,30.0,7.48,0.0,10.55,0.0,0.0,0.0,545.0,0.0,1173.0
78488,2016,9,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",145.0,33.0,13.2,0.0,12.45,1.0,0.0,0.0,330.0,0.0,1060.0
78490,2016,9,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",611.0,138.0,37.1,0.0,63.94,2.0,2.0,0.0,1537.0,0.0,5196.0
78491,2016,9,F9,Frontier Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",150.0,42.0,12.47,0.0,15.89,0.0,1.0,149.0,360.0,0.0,897.0
78494,2016,9,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International",627.0,157.0,41.05,0.0,59.04,3.0,2.0,331.0,2715.0,0.0,5905.0
78496,2016,9,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International",148.0,39.0,17.62,0.0,7.25,1.0,0.0,169.0,554.0,0.0,584.0
78503,2016,9,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",385.0,83.0,19.95,0.0,26.69,2.0,1.0,295.0,1828.0,0.0,2675.0
78506,2016,9,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",226.0,57.0,20.71,0.0,28.89,1.0,0.0,3.0,334.0,0.0,2541.0
78512,2016,9,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",126.0,33.0,13.15,0.0,6.19,1.0,0.0,0.0,400.0,0.0,487.0
78513,2016,9,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",244.0,77.0,24.36,0.0,26.53,2.0,0.0,0.0,922.0,0.0,2409.0
78523,2016,9,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",30.0,9.0,8.82,0.0,0.18,0.0,1.0,0.0,0.0,0.0,4.0
78525,2016,9,HA,Hawaiian Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",73.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78526,2016,9,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",127.0,21.0,17.78,1.0,1.78,0.0,0.0,0.0,7.0,22.0,110.0
78531,2016,9,HA,Hawaiian Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",30.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78534,2016,9,HA,Hawaiian Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",60.0,13.0,9.47,1.0,1.72,0.0,0.0,0.0,13.0,25.0,55.0
78535,2016,9,HA,Hawaiian Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",60.0,12.0,10.33,1.0,0.67,0.0,0.0,0.0,0.0,19.0,16.0
78539,2016,9,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",594.0,101.0,3.04,0.0,2.79,1.0,0.0,0.0,5304.0,0.0,120.0
78545,2016,9,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",379.0,38.0,1.3,0.0,1.4,1.0,0.0,0.0,2288.0,0.0,26.0
78546,2016,9,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",775.0,120.0,2.51,0.0,1.67,2.0,1.0,0.0,9306.0,0.0,38.0
78549,2016,9,NK,Spirit Air Lines,IAG,"Niagara Falls, NY: Niagara Falls International",23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
78550,2016,9,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",521.0,56.0,0.94,0.31,2.54,1.0,0.0,21.0,2552.0,8.0,157.0
78551,2016,9,NK,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",946.0,99.0,1.0,0.0,1.0,1.0,2.0,0.0,5825.0,0.0,308.0
